5260.85488 17.369 0.015
5260.90179 17.409 0.016
5261.79300 17.250 0.015
5262.83147 17.389 0.032
5264.81590 17.367 0.016
5264.86911 17.417 0.016
5264.88639 17.434 0.016
5265.79207 17.327 0.014
5266.78019 17.289 0.016
5267.82199 17.347 0.014
5268.79327 17.351 0.016
5269.78810 17.331 0.014
5270.83250 17.423 0.014
5271.78757 17.348 0.014
5272.79441 17.368 0.016
5273.84901 17.420 0.014
5274.79778 17.414 0.016
5275.78351 17.398 0.016
5275.91474 17.482 0.019
5276.81836 17.387 0.014
5277.78459 17.368 0.014
5277.91360 17.541 0.020
5278.79462 17.414 0.015
5279.79517 17.433 0.020
5279.91890 17.606 0.022
5280.84684 17.444 0.013
5281.78237 17.391 0.014
5281.91899 17.618 0.020
5282.76285 17.391 0.016
5282.90750 17.590 0.016
5283.76401 17.417 0.020
5284.76601 17.440 0.017
5285.76165 17.379 0.019
5285.89100 17.584 0.019
5286.75287 17.377 0.017
5287.82252 17.447 0.015
5288.75588 17.366 0.017
5292.82602 17.523 0.023
5293.83400 17.528 0.017
5294.72917 17.429 0.016
5294.74471 17.409 0.016
5294.76830 17.482 0.014
5294.78213 17.474 0.014
5294.80538 17.476 0.013
5294.81932 17.538 0.014
5294.84296 17.580 0.015
5294.84938 17.585 0.015
5294.87301 17.593 0.014
5294.88870 17.332 0.012
5294.91508 16.749 0.008
5295.74569 17.437 0.014
5295.76999 17.467 0.014
5295.78404 17.494 0.014
5295.80842 17.484 0.014
5295.82250 17.546 0.017
5295.84631 17.616 0.014
5295.86047 17.597 0.015
5295.88516 17.297 0.012
5295.89991 16.942 0.009
5296.77290 17.483 0.015
5296.78994 17.467 0.014
5296.81043 17.501 0.015
5296.82443 17.591 0.015
5296.84784 17.630 0.015
5296.86184 17.570 0.013
5296.88594 17.097 0.011
5296.90163 16.779 0.009
5297.76881 17.444 0.014
5297.78306 17.498 0.015
5297.80688 17.524 0.015
5297.82107 17.547 0.015
5297.84475 17.647 0.015
5297.85887 17.579 0.014
5297.88302 17.043 0.009
5297.89804 16.758 0.008
5298.76971 17.444 0.014
5298.78397 17.484 0.015
5298.80765 17.534 0.015
5298.82180 17.586 0.016
5298.84540 17.592 0.016
5298.85975 17.487 0.013
5298.88433 16.916 0.009
5298.89924 16.723 0.008
5298.91845 16.767 0.009
5299.90896 16.766 0.008
5300.83958 17.616 0.016
5300.86315 17.127 0.011
5300.87863 16.800 0.008
5300.90391 16.758 0.009
5300.91811 16.823 0.009
5301.75900 17.447 0.016
5301.77306 17.517 0.017
5301.79648 17.589 0.016
5301.81038 17.580 0.016
5301.83394 17.607 0.018
5301.84792 17.384 0.015
5301.87226 16.822 0.010
5301.88782 16.728 0.009
5301.91243 16.848 0.011
5304.73345 17.456 0.018
5304.75861 17.513 0.017
5304.77276 17.565 0.017
5306.69227 17.449 0.015
5306.70617 17.450 0.014
5306.75501 17.516 0.015
5306.77026 17.579 0.016
5306.79397 17.626 0.015
5306.83336 17.059 0.010
5306.85725 16.719 0.008
5306.87250 16.764 0.008
5306.89717 16.873 0.009
5306.91145 16.925 0.009
5307.68194 17.445 0.016
5307.69590 17.470 0.016
5307.74506 17.498 0.016
5307.75946 17.510 0.015
5307.80653 17.531 0.014
5307.82085 17.239 0.012
5307.84501 16.745 0.008
5307.85957 16.732 0.008
5307.88590 16.831 0.009
5307.89979 16.887 0.009
5307.92332 16.963 0.010
5308.68717 17.474 0.017
5308.73517 17.485 0.017
5308.74904 17.539 0.017
5308.79666 17.550 0.015
5308.81056 17.371 0.013
5308.83413 16.803 0.009
5308.84847 16.717 0.008
5308.87543 16.830 0.009
5309.68343 17.494 0.018
5309.69785 17.506 0.018
5309.74847 17.537 0.016
5309.79080 17.577 0.016
5309.81902 17.034 0.010
5309.83324 16.748 0.008
5309.86314 16.772 0.009
5309.87802 16.875 0.009
5309.90147 16.939 0.010
5309.91547 16.980 0.010
5310.66314 17.457 0.017
5310.68282 17.459 0.017
5310.72910 17.538 0.018
5310.76667 17.626 0.019
5310.78546 17.586 0.016
5310.82906 16.750 0.007
5310.86059 16.818 0.006
5310.87532 16.940 0.007
5310.89888 16.947 0.010
5310.91285 17.000 0.010
5311.78429 17.545 0.020
5311.80310 17.094 0.012
5311.84201 16.752 0.009
5311.86149 16.836 0.009
5311.89152 16.954 0.011
5311.90633 16.999 0.011
5311.93013 17.089 0.014
5312.73040 17.561 0.019
5312.74441 17.582 0.019
5312.77151 17.628 0.021
5312.78678 17.401 0.017
5312.81065 16.850 0.011
5312.82483 16.731 0.009
5312.85518 16.817 0.010
5312.86909 16.894 0.010
