V1 V2
-11.15  -1.07
-13.99   0.14
-10.30   0.14
-12.97  -0.10
-12.64  -1.45
-10.73  -1.01
-15.31  -0.61
-15.86  -0.42
-15.48  -0.32
-14.38   0.14
-14.05  -0.05
-12.86  -1.01
-16.17   0.13
-13.96  -0.91
 -9.69  -1.04
-14.11  -0.43
-13.07  -0.25
-14.35  -0.94
-14.19  -0.45
-16.69  -0.56
-17.43   0.54
-15.44  -0.31
-13.73  -0.60
-11.87  -0.97
-10.74  -0.52
-14.98  -1.03
-13.18  -1.04
-13.13   0.21
-15.65  -0.77
-18.39   1.36
 -8.48  -0.06
-15.78  -0.06
-14.71  -0.36
-17.54   0.04
-12.07   0.79
-12.45  -0.36
-13.08   0.06
-15.68  -0.72
-16.80   0.06
-13.32  -0.10
-15.51  -0.39
-13.59  -0.34
-15.94   0.59
-17.93  -0.06
-12.56  -1.26
-13.68  -0.95
-12.63  -0.62
-15.09  -0.63
-13.07  -0.72
-18.98   0.15
-14.20  -1.17
-11.98  -1.15
-12.61  -0.56
-17.71   0.03
-12.00   0.01
-15.85   1.10
 -9.86  -0.13
-15.63   0.50
-18.60   1.35
-13.93  -0.06
-13.66  -1.32
-15.68   0.73
-14.63  -0.17
-12.47  -1.05
-12.13   0.08
-14.69  -0.35
-15.23  -0.41
-15.36  -0.27
-13.12   0.23
-18.41   0.73
-12.10  -1.15
-15.98  -0.06
-14.49   0.96
-19.53   1.78
-14.19  -0.13
-15.91  -0.43
-16.95   0.89
-14.58  -1.12
-17.15  -0.08
-12.53  -0.90
-14.98  -0.63
-13.99  -0.92
-10.30  -0.97
-14.74  -0.75
-18.73   0.93
-14.13  -1.11
-11.75   1.78
-16.41   1.00
-14.96  -0.04
-12.57  -1.75
-13.88  -1.17
-14.77  -0.32
-15.73  -0.19
-14.76   0.08
-12.83   0.13
-13.71   0.05
-18.86  -0.24
-12.66  -1.23
-13.77  -0.95
-15.88  -0.17
-14.35  -0.24
-13.26  -1.12
-12.85  -0.29
-13.77  -0.75
-14.34  -0.95
-14.60  -0.13
-13.47  -0.66
-19.14   0.07
-15.28  -0.25
-17.64   0.33
-17.25   0.26
-14.11  -1.22
-13.55  -1.31
-12.89  -0.65
-17.33  -0.06
-15.21   0.15
-14.01  -0.38
-14.20  -0.51
-17.12   1.18
-11.90  -1.06
-16.06  -0.24
-13.11  -0.79
 -8.47  -0.94
-18.95   1.39
-15.59  -0.17
-17.87  -0.11
-12.32  -0.44
-14.41  -1.18
-18.92   0.48
-13.70  -1.23
-17.13   0.00
-15.14   0.53
-18.47  -0.05
-15.39  -0.41
-15.12  -0.47
-17.98  -0.70
-16.52  -0.27
-13.10  -0.07
-15.46   0.11
-16.56   2.56
-17.08  -0.11
-13.52  -0.53
-17.82   1.37
-15.76  -0.04
-14.50  -0.75
-13.51  -0.39
-13.80  -0.49
-10.15  -1.66
-18.40  -0.31
-16.87   3.41
-16.67   0.15
-14.13  -0.04
-14.09  -0.97
-13.30  -0.77
-12.06  -0.50
-14.05  -0.81
-14.94  -0.05
-13.49  -1.10
-12.74  -0.85
-18.24  -0.06
-14.11  -0.70
-14.12  -0.04
-15.52   0.42
-15.56  -0.31
-10.77   0.19
-19.75   1.74
-18.92   1.43
-17.18   0.97
-12.35  -1.56
-13.20  -0.72
-10.52  -0.66
-13.59  -1.79
-14.25  -0.51
-14.74  -1.40
-15.18   0.01
-12.72  -0.99
-13.61  -1.60
-13.15  -0.71
-16.15   0.93
-16.20  -0.13
-21.46   1.72
-14.86  -0.06
-12.01  -0.86
-15.20  -0.40
-15.39  -0.26
-14.53  -0.50
-13.93  -0.79
 -9.94  -0.55
-12.55  -1.37
-13.32  -0.24
-13.59   0.05
-16.63  -0.12
-12.70  -0.90
-18.32  -0.16
-17.84   1.40
-14.63   0.37
-13.11  -0.89
-13.33  -0.88
-19.69  -0.11
-13.25  -0.48
-13.61   1.16
-14.63  -1.05
-12.91  -0.12
-13.59   2.08
-14.90  -0.40
-14.23   0.10
-17.96   1.00
-15.68   0.24
-18.43  -0.15
-15.77   0.58
-12.36  -1.03
-12.06  -0.42
-13.65  -1.25
-14.08  -0.85
-12.43  -0.72
-14.12  -0.61
-11.95   0.29
-10.78   0.25
-16.23  -0.04
-15.85  -0.65
-12.41  -0.58
-14.61   0.18
-15.44   0.00
-13.18  -0.90
-11.17  -0.69
-19.22   0.81
-13.55  -0.36
-15.64  -0.37
-11.48  -1.18
 -9.45  -0.91
-19.45   1.84
-16.51  -0.41
-12.01  -1.30
-15.62   0.93
-16.89  -0.10
-16.00   1.20
-12.39  -0.87
-18.12  -0.33
-12.29  -0.22
-17.01   0.03
-13.48  -0.92
-14.93  -0.25
-17.92   1.72
-17.05   0.55
-14.53  -0.23
-12.32  -0.92
-14.03   0.40
-14.44  -0.43
-12.20  -0.76
-20.47   1.87
-15.22  -0.41
-16.04  -0.43
-14.53  -0.25
-16.57  -0.18
-18.28  -0.02
-12.95  -0.69
-16.32  -0.13
-15.68   0.22
-12.93  -0.83
-13.42  -1.15
-14.57  -0.13
-17.16   0.42
-13.95   0.45
-17.00  -0.16
-14.01  -1.43
-15.83  -0.37
-13.42  -1.22
-12.73  -0.97
-19.20   0.95
-10.92  -0.67
-12.44  -0.79
-21.13   1.97
-16.49   0.23
-20.26   2.03
-13.57  -1.47
-12.85  -1.04
-17.42  -0.49
-13.30  -0.97
-12.66  -0.92
-14.20  -1.58
-13.83  -0.42
-14.62   0.21
 -9.13  -0.68
-12.14  -1.10
-18.03   0.76
-13.68  -0.57
-16.20  -0.11
-16.28   0.05
-12.70  -0.76
-10.88  -0.98
-16.78   0.04
-14.16  -0.30
-16.59   0.03
-15.78  -0.26
-15.82   0.29
-19.01   1.60
-11.41  -1.84
-14.96   0.25
-17.53   0.12
-15.68  -0.62
-14.53  -0.86
-12.53  -0.74
-15.69  -0.75
-12.60  -1.22
-12.06  -0.47
-13.15  -0.23
-16.04  -0.10
-18.80   1.93
-14.09  -0.23
-18.22   0.14
 -9.60  -0.61
-12.34  -0.71
-15.62   0.09
-15.94   0.35
-11.89  -1.23
-12.59  -0.45
-15.12  -0.42
-13.50  -0.20
-16.03  -0.17
-14.48  -0.04
-16.18  -0.84
-18.59   1.62
-12.53  -0.85
-14.56   2.01
-13.70  -0.34
-12.69  -0.82
-13.37  -0.38
-13.07  -0.28
-12.54  -0.74
-18.81   0.37
